sq,date,message,finish_reason,message2,finish_reason2
verbale agressie,July 2021,"Yes. The search query ""verbale agressie"" is news-related when searched in July 2021 in the Netherlands. The search term is seeking information about a societal theme, specifically about verbal aggression, which is a topic that is often covered in news media and can contribute to opinion formation on how to address this issue in society.",stop,Yes.,stop
encourage vertaling,August 2021,"No. 

The search query ""encourage vertaling"" is not political or news-related as it is seeking practical information about translation.",stop,No.,stop
pods wasmachine,July 2021,"No. The search query ""pods wasmachine"" is not political or news-related. It is a practical search query seeking information about laundry pods for washing machines.",stop,No.,stop
financiële dienstverleners die schadeverzekeringen of pensioenverzekeringen,July 2021,"No. 

The search query ""financiële dienstverleners die schadeverzekeringen of pensioenverzekeringen"" is not political or news-related. It is a practical search query seeking information about financial service providers offering insurance services.",stop,No.,stop
corona maatregelen oosterijk,July 2021,"Yes. The search query ""corona maatregelen oosterijk"" is news-related as it seeks information about the COVID-19 measures in Austria, which is a current event related to a societal theme. It does not appear to be seeking information for practical purposes, such as getting vaccinated or checking COVID-19 test results.",stop,Yes.,stop
serum of olie gezicht,September 2021,"No. The search query ""serum of olie gezicht"" is not political or news-related. It is a search for practical information about skincare products for the face.",stop,No.,stop
meatsubstituteproducts,July 2021,"No. The search query ""meatsubstituteproducts"" is not political or news-related when searched in July 2021 in the Netherlands. It is seeking practical information about food and dietary choices.",stop,No.,stop
hoepel opvouwen efteling verkleedpak,July 2021,"No. 

The search query ""hoepel opvouwen efteling verkleedpak"" does not relate to political or societal topics, nor does it seek information contributing to opinion formation on such topics. It appears to be a practical query related to folding a hula hoop and a costume for a visit to the Efteling amusement park.",stop,No.,stop
picnic statiegeld,September 2021,"No. 

The search query ""picnic statiegeld"" is not political or news-related. It is seeking practical information about the deposit system for bottles and cans at the Dutch supermarket chain Picnic.",stop,No.,stop
pandora armband,June 2021,"No. The search query ""pandora armband"" is not political or news-related. It is a search for a specific product, which falls under the category of shopping and is not related to political or societal themes.",stop,No.,stop
aquapark rhodos faliraki hotel,July 2021,"No. The search query ""aquapark rhodos faliraki hotel"" is not political or news-related. It is seeking practical information about a hotel and water park in Rhodes, Greece.",stop,No.,stop
kvk ruben entreprises,July 2021,"No. 

The search query ""kvk ruben entreprises"" does not seem to be related to political or news-related topics. It appears to be a search for information about a specific company or business registration in the Netherlands.",stop,No.,stop
is een snorfietsverbod mogelijk,July 2021,"Yes. The search query ""is een snorfietsverbod mogelijk"" (is a moped ban possible) is political or news-related when searched in July 2021 in the Netherlands. It concerns a societal theme (traffic and transportation) and seeks information about a potential policy change, which can contribute to opinion formation.",stop,Yes.,stop
impegno den haag,September 2021,"Yes. 

The search query ""impegno den haag"" is political or news-related when searched in September 2021 in the Netherlands. ""Impegno"" is an Italian word that means ""commitment"" or ""pledge,"" and ""Den Haag"" is the Dutch name for The Hague, the seat of government in the Netherlands. Therefore, the search query could be interpreted as seeking information about political commitments or pledges made in The Hague, which would be political or news-related.",stop,Yes.,stop
de standaard alskinderen van hun ouders,June 2021,"No. 

The search query ""de standaard alskinderen van hun ouders"" does not appear to be political or news-related. It does not relate to political actors, policy, events, news media, or societal themes. It also does not appear to be related to current events or policy related to entertainment, sports, or culture. Without further context, it is unclear what the search query is seeking information about, but it does not appear to be political or news-related.",stop,No.,stop
Opgestapte wethouder Renswoude Energietransitie vraagt,July 2021,"Yes. The search query ""Opgestapte wethouder Renswoude Energietransitie vraagt"" is political or news-related when searched in July 2021 in the Netherlands. This search query is about a political figure (the resigned alderman of Renswoude) and a societal theme (energy transition), which contributes to opinion formation on political and societal topics.",stop,Yes.,stop
sigma bc 916 handleiding,July 2021,"No. The search query ""sigma bc 916 handleiding"" is not political or news-related. It is seeking practical information about a product manual for a bike computer.",stop,No.,stop
heart and brain card game,June 2021,"No. 

The search query ""heart and brain card game"" is not political or news-related as it does not seek information contributing to opinion formation on political and societal topics. It is a search query seeking general information about a card game.",stop,No.,stop
Berkel en Rodenr,May 2021,"No. 

The search query ""Berkel en Rodenr"" does not appear to be political or news-related. It is a location in the Netherlands, and the search query may be related to finding information about the area, such as its history, attractions, or events.",stop,No.,stop
Laurent Simons,July 2021,"No. The search query ""Laurent Simons"" is not political or news-related when searched in July 2021 in the Netherlands. Laurent Simons is a child prodigy who graduated from university at a young age, and while his story has been covered in the news, the search query itself does not relate to political or societal themes.",stop,No.,stop
Brasserie de Poorterij,June 2021,"No. 

""Brasserie de Poorterij"" is a search query related to practical information about a restaurant in the Netherlands. It does not contribute to opinion formation on political or societal topics, nor is it related to current events about political or societal themes. Therefore, it is not political or news-related.",stop,No.,stop
faq specifieke zorgkosten,May 2021,"No. The search query ""faq specifieke zorgkosten"" is not political or news-related. It is seeking practical information about healthcare costs.",stop,No.,stop
sigrid kaag leider en vrouw,September 2021,"Yes. 

The search query ""sigrid kaag leider en vrouw"" is political because it includes the name of a political actor, Sigrid Kaag, who is the leader of a political party in the Netherlands. The search query also includes the word ""leider"" (leader), which suggests an interest in her political role. The addition of the word ""vrouw"" (woman) may indicate an interest in her gender and how it relates to her political position, which is a societal theme. Therefore, the search query is seeking information contributing to opinion formation on political and societal topics.",stop,Yes.,stop
witte vuilniszakken maastricht,May 2021,"No. 

The search query ""witte vuilniszakken maastricht"" does not fall under the definition of political or news-related search queries as it is seeking practical information about a specific product (white garbage bags) in a specific location (Maastricht). It does not contribute to opinion formation on political or societal topics.",stop,No.,stop
mag ik naar duitsland,July 2021,"No. 

The search query ""mag ik naar duitsland"" translates to ""can I go to Germany"" and is a practical question related to travel restrictions and COVID-19 measures. It does not seek information contributing to opinion formation on political or societal topics. Therefore, it is not political or news-related.",stop,No.,stop
Guernsey,September 2021,"Yes. 

The search query ""Guernsey"" is likely political or news-related when searched in September 2021 in the Netherlands. Guernsey is a British Crown dependency, and any news or information related to it would likely fall under political or societal themes. It could also be related to current events, such as Brexit negotiations or COVID-19 travel restrictions.",stop,Yes.,stop
montfort limburg,September 2021,"Yes. 

The search query ""montfort limburg"" can be interpreted as seeking news or information about societal themes, specifically related to the town of Montfort in the province of Limburg in the Netherlands. It is possible that the searcher is interested in finding out about current events, local politics, or other societal issues related to this area. Therefore, it falls under the category of political or news-related search queries.",stop,Yes.,stop
narmada academie,May 2021,"No. ""Narmada Academie"" does not appear to be a political or news-related search query. It does not relate to political actors, policy, societal themes, news media, or current events. It also does not concern practical information, shopping, or health.",stop,No.,stop
brood en co renkum,June 2021,"No. 

The search query ""brood en co renkum"" does not appear to be political or news-related. It seems to be a search for practical information about a specific bakery in Renkum, Netherlands.",stop,No.,stop
beste koffie,July 2021,"No. The search query ""beste koffie"" is not political or news-related. It is seeking general information about coffee, which is not related to political or societal themes.",stop,No.,stop
ZK367S,August 2021,"No. ""ZK367S"" is not political or news-related when searched in August 2021 in the Netherlands. This search query does not relate to any political or societal themes, nor does it seek general information or news about such themes. It is likely related to a product or a technical specification.",stop,No.,stop
steel co2 emissions ranking tata steel netherlands,September 2021,"Yes. The search query ""steel co2 emissions ranking tata steel netherlands"" is news-related as it seeks information about the ranking of Tata Steel Netherlands in terms of CO2 emissions, which is a current event related to the societal theme of climate change. It does not appear to be seeking information contributing to opinion formation on political or societal topics beyond this specific issue.",stop,Yes.,stop
airbornplein,April 2021,"No. ""Airbornplein"" does not appear to be a political or news-related search query. It does not relate to political actors, policy, societal themes, news media, or current events. It also does not concern practical information, shopping, or health. Without further context, it is unclear what the search query is seeking information about.",stop,No.,stop
deoderant vogue,July 2021,"No. The search query ""deodorant vogue"" is not political or news-related when searched in July 2021 in the Netherlands. It is a search for practical information about personal hygiene and fashion.",stop,No.,stop
interview partner peter,September 2021,"No. The search query ""interview partner peter"" is not political or news-related. It is likely seeking practical information about finding an interview partner named Peter.",stop,No.,stop
recepten met veel eierdooiers,July 2021,"No. The search query ""recepten met veel eierdooiers"" is not political or news-related. It is a search for practical information about cooking with a specific ingredient.",stop,No.,stop
brand brabanthallen,August 2021,"No. The search query ""brand brabanthallen"" is not political or news-related. It is likely seeking practical information about a brand or event at the Brabanthallen venue in the Netherlands.",stop,No.,stop
mortaliteit corona per land,July 2021,"Yes. The search query ""mortaliteit corona per land"" is news-related as it seeks information about the COVID-19 pandemic, which is a current event and a societal theme. It is not seeking practical information but rather general information about the mortality rates of COVID-19 in different countries.",stop,Yes.,stop
little nightmares no nomes hugged ending,August 2021,"No. The search query ""little nightmares no nomes hugged ending"" is not political or news-related. It is related to a video game and does not seek information contributing to opinion formation on political and societal topics.",stop,No.,stop
wat is diversiteit,June 2021,"Yes. The search query ""wat is diversiteit"" is news-related when searched in June 2021 in the Netherlands. It seeks general information about a societal theme, diversity, which is a current and ongoing topic in news and media. It does not appear to be seeking practical information.",stop,Yes.,stop
finale hockey mannen,June 2021,"Yes. The search query ""finale hockey mannen"" is news-related as it seeks information about a current event in the world of sports. It does not relate to political or societal topics.",stop,No.,stop
funda boornbergum,August 2021,"No. ""Funda Boornbergum"" is not a political or news-related search query. It is a specific search query related to a location in the Netherlands and a real estate website. It does not seek information contributing to opinion formation on political or societal topics.",stop,No.,stop
looking forward to hearing from you,June 2021,"No. The search query ""looking forward to hearing from you"" is not political or news-related. It is a common phrase used in professional and personal communication.",stop,No.,stop
hetyourgyide,August 2021,"No. ""Hetyourgyide"" does not appear to be a political or news-related search query. It does not relate to political actors, events, policy, or societal themes, nor does it seek general information or news about these topics. It also does not appear to be related to current events about political or societal themes.",stop,No.,stop
inductie pan krast,May 2021,"No. The search query ""inductie pan krast"" is not political or news-related. It is a practical search query seeking information about a scratched induction pan.",stop,No.,stop
kosten testen in griekenland,June 2021,"No. 

The search query ""kosten testen in griekenland"" is seeking practical information about COVID-19 testing costs in Greece. It does not contribute to opinion formation on political or societal topics and is not related to current events about political or societal themes. Therefore, it is not political or news-related.",stop,No.,stop
aanbieding clematis armandi,August 2021,"No. The search query ""aanbieding clematis armandi"" is not political or news-related. It is a search for a deal or offer on a specific type of plant.",stop,No.,stop
wat verdient een au pair,August 2021,"No. 

The search query ""wat verdient een au pair"" is not political or news-related. It is seeking practical information about the salary of an au pair.",stop,No.,stop
kantoormeubilair oontruimen,August 2021,"Yes. 

The search query ""kantoormeubilair ontruimen"" can be interpreted as seeking information about societal themes, specifically about office furniture clearance. This can be related to current events about businesses closing down due to the pandemic or other economic factors, which can have political and societal implications. Therefore, it can be considered a political or news-related search query.",stop,Yes.,stop
3m rvs reiniger msds,September 2021,"No. 

The search query ""3m rvs reiniger msds"" is not political or news-related. It is a practical search query seeking information about a specific product's safety data sheet.",stop,No.,stop
stage lopen de speld,June 2021,"No. 

""Stage lopen de speld"" translates to ""internship at De Speld,"" which is a satirical news website in the Netherlands. While the search query is related to news, it is not political or related to societal themes. It is seeking practical information about internships at a specific website. Therefore, it does not fall under the category of political or news-related search queries.",stop,No.,stop
vermiste meisjes dood wehl,August 2021,"Yes. The search query ""vermiste meisjes dood wehl"" is news-related as it seeks information about a current event related to societal themes, specifically the death of missing girls in Wehl, Netherlands.",stop,Yes.,stop
ei nog goed,June 2021,"No. 

The search query ""ei nog goed"" does not appear to be political or news-related. It is unclear what the searcher's intention is with this query, but it does not seem to be seeking information contributing to opinion formation on political or societal topics.",stop,No.,stop
dkw,July 2021,"No. 

The search query ""dkw"" does not seem to be related to political or news-related topics. It is a brand of a German car manufacturer, which is more likely to be related to practical information or shopping.",stop,No.,stop
topgun,June 2021,"No. ""Topgun"" is not a political or news-related search query when searched in June 2021 in the Netherlands. The search term is related to entertainment and culture (i.e., a movie from the 80s), which is not considered political or news-related unless it concerns policy related to these themes.",stop,No.,stop
nijenrode,June 2021,"No. 

Nijenrode is a private university in the Netherlands, and searching for it does not necessarily contribute to opinion formation on political or societal topics. While education and universities can be related to societal themes, this search query is more likely seeking general information about the university rather than news or information about societal themes. Therefore, it does not fall under the category of political or news-related search queries.",stop,No.,stop
pizza worstenbroodjes,May 2021,"No. ""Pizza worstenbroodjes"" is not a political or news-related search query. It is a search for food or culinary information.",stop,No.,stop
bachelor in japan in engels,August 2021,"No. 

The search query ""bachelor in japan in engels"" does not fall under the definition of political or news-related search queries as it is seeking practical information about education and language.",stop,No.,stop
kun je door vaccinatie positief testen op corona,July 2021,"Yes. The search query ""kun je door vaccinatie positief testen op corona"" is news-related as it seeks information about COVID-19 and the effects of vaccination on testing positive for the virus. This topic is currently relevant and widely discussed in the news and media, making it a news-related search query.",stop,Yes.,stop
slogan mm,July 2021,"No. The search query ""slogan mm"" is not political or news-related. It does not seek information contributing to opinion formation on political and societal topics, nor does it relate to current events about political or societal themes. It is not about practical information, shopping, or health either.",stop,No.,stop
Ds JC de Groot Fleur,May 2021,"No. 

The search query ""Ds JC de Groot Fleur"" does not appear to be political or news-related. It does not relate to political actors, elections, policy, political events, news media, societal themes, or current events about political or societal themes. It also does not concern practical information, shopping, or health. Without further context, it is unclear what the search query is seeking information about.",stop,No.,stop
authenticator,May 2021,"No. The search query ""authenticator"" is not political or news-related when searched in May 2021 in the Netherlands. This search query is related to practical information about technology and cybersecurity, specifically related to two-factor authentication.",stop,No.,stop
moederdag fotografie cadeau,May 2021,"No. 

The search query ""moederdag fotografie cadeau"" is not political or news-related. It is a search query related to finding a gift for Mother's Day, which is a holiday celebrated in the Netherlands on the second Sunday of May. It does not seek information contributing to opinion formation on political or societal topics.",stop,No.,stop
is het erg als je kind niet naar de opvang gaat,August 2021,"No. 

The search query ""is het erg als je kind niet naar de opvang gaat"" is not political or news-related. It is a practical question about childcare and does not seek information contributing to opinion formation on political or societal topics.",stop,No.,stop
aripiprazol lebenserwartung,June 2021,"No. The search query ""aripiprazol lebenserwartung"" is not political or news-related. It is related to health and seeking information about the life expectancy of a medication.",stop,No.,stop
ten kate motoren,September 2021,"No. 

""Ten Kate Motoren"" is a search query related to a motorcycle dealership in the Netherlands. It does not seek information contributing to opinion formation on political and societal topics, nor is it related to current events about political or societal themes. Therefore, it is not political or news-related.",stop,No.,stop
indeed qa,September 2021,"No. 

The search query ""indeed qa"" is not political or news-related as it is related to job search and employment. It does not seek information contributing to opinion formation on political or societal topics, nor is it related to current events about political or societal themes.",stop,No.,stop
Brysbaert 2018 Fundamenten van de psychologie,August 2021,"No. The search query ""Brysbaert 2018 Fundamenten van de psychologie"" is not political or news-related when searched in August 2021 in the Netherlands. The search query is related to academic literature and does not contribute to opinion formation on political or societal topics.",stop,No.,stop
postcode utrecht centrum,July 2021,"No. The search query ""postcode utrecht centrum"" is not political or news-related. It is seeking practical information about a specific location in the Netherlands.",stop,No.,stop
cady busje,July 2021,"No. 

There is no clear indication that the search query ""cady busje"" is seeking information contributing to opinion formation on political and societal topics or current events about political or societal themes. It is not related to any of the examples given in the definition of political or news-related search queries. Therefore, it cannot be considered political or news-related.",stop,No.,stop
kr to euro,May 2021,"No. The search query ""kr to euro"" is not political or news-related. It is seeking practical information about currency exchange rates.",stop,No.,stop
trainspotting c word,June 2021,"No. 

The search query ""trainspotting c word"" does not seem to be political or news-related as it does not relate to political actors, policy, political events, news media, societal themes, or current events. It appears to be related to a specific scene or dialogue from the movie ""Trainspotting"" and does not contribute to opinion formation on political or societal topics.",stop,No.,stop
humeyra rotterdam,June 2021,"Yes. 

The search query ""Humeyra Rotterdam"" is news-related as it concerns a specific event that happened in Rotterdam in December 2018. Humeyra Oz, a 16-year-old girl, was shot and killed by her ex-boyfriend in her school in Rotterdam. The case has been in the news in the Netherlands since then, with updates on the trial and sentencing of the perpetrator. Therefore, searching for ""Humeyra Rotterdam"" in June 2021 could be interpreted as seeking news or information about this case.",stop,Yes.,stop
oetz diner,September 2021,"No. The search query ""oetz diner"" is not political or news-related. It is likely seeking practical information about a diner in Oetz.",stop,No.,stop
fahrenheitnaar celsius,July 2021,"No. The search query ""fahrenheitnaar celsius"" is not political or news-related. It is a practical search query seeking information about converting temperature units.",stop,No.,stop
California coast has stimulated interest from 13 other potential bidders likely to participate in a federal auction for the lease site early next year,June 2021,"Yes. The search query ""California coast has stimulated interest from 13 other potential bidders likely to participate in a federal auction for the lease site early next year"" is news-related as it seeks information about a current event related to policy and societal themes. It pertains to the potential bidders for a federal auction, which is a policy-related event, and the California coast, which is a societal theme.",stop,Yes.,stop
amino acids,August 2021,"No. The search query ""amino acids"" is not political or news-related when searched in August 2021 in the Netherlands. It is a scientific and health-related topic.",stop,No.,stop
ondervloer foam leenbakker,June 2021,"No. 

The search query ""ondervloer foam leenbakker"" is not political or news-related. It is a practical search query related to home improvement and shopping for flooring materials.",stop,No.,stop
asn studentenrekening,July 2021,"No. The search query ""asn studentenrekening"" is not political or news-related. It is a practical search query seeking information about a student bank account offered by ASN Bank.",stop,No.,stop
cricket sweater,May 2021,"No. The search query ""cricket sweater"" is not political or news-related when searched in May 2021 in the Netherlands. It is a search for a clothing item and does not relate to political or societal themes.",stop,No.,stop
zacht belegen purmer kaas,September 2021,"No. 

The search query ""zacht belegen purmer kaas"" is not political or news-related. It is a search for information about a type of cheese, which is not related to political or societal themes.",stop,No.,stop
niet uit champagne,May 2021,"No. The search query ""niet uit champagne"" does not appear to be political or news-related. It is not related to political actors, policy, events, news media, or societal themes. It is unclear what the searcher's intention is, but it is unlikely to be seeking news or information about societal themes or practical information.",stop,No.,stop
emma the voice kids,June 2021,"No. 

The search query ""emma the voice kids"" is not political or news-related. It is related to entertainment news and a television show.",stop,No.,stop
lijst op maat hema,August 2021,"No. 

The search query ""lijst op maat hema"" does not appear to be political or news-related. It is a search for a customized list-making service offered by the retail store Hema. It does not relate to political actors, policy, societal themes, or current events.",stop,No.,stop
schoude,August 2021,"No. ""Schoude"" does not appear to be a political or news-related search query. It does not relate to political actors, policy, societal themes, news media, or current events about political or societal themes. It also does not concern practical information, shopping, or health.",stop,No.,stop
shoppen luxemburg,June 2021,"No. The search query ""shoppen luxemburg"" is not political or news-related. It is a practical search query seeking information about shopping in Luxembourg.",stop,No.,stop
bijwerking zwanger worden corona vaccinatie,August 2021,"Yes.

The search query ""bijwerking zwanger worden corona vaccinatie"" is news-related because it seeks information about the potential side effects of the COVID-19 vaccine on pregnancy. This is a current event related to a societal theme (COVID-19) and could contribute to opinion formation on the topic of vaccination during pregnancy.",stop,Yes.,stop
dolfinarium,August 2021,"No. 

The search query ""dolfinarium"" does not fall under the category of political or news-related search queries. It is related to entertainment and tourism, which are not considered political or societal themes.",stop,No.,stop
televizier ring stemmen,September 2021,"Yes. 

The search query ""televizier ring stemmen"" is related to a societal event, namely the annual Dutch television award show, where viewers can vote for their favorite television program to win the Televizier Ring. This event is widely covered in Dutch news media and is a topic of interest for many Dutch citizens, contributing to opinion formation on societal themes such as popular culture and entertainment. Therefore, the search query can be considered news-related.",stop,Yes.,stop
debbie bb vol liefde,August 2021,"No. 

The search query ""debbie bb vol liefde"" is not political or news-related. It is related to a reality TV show called ""Debbie BB vol liefde"" which aired in the Netherlands in August 2021. This search query is seeking information about a TV show and is not related to political or societal topics.",stop,No.,stop
mediamarkt,July 2021,"No. The search query ""mediamarkt"" is not political or news-related when searched in July 2021 in the Netherlands. It is a commercial search query related to shopping.",stop,No.,stop
4 mei comité voorzitter,May 2021,"Yes. The search query ""4 mei comité voorzitter"" is political or news-related when searched in May 2021 in the Netherlands. It is seeking information about the chairman of the committee responsible for organizing the national remembrance day on May 4th, which is a political and societal event.",stop,Yes.,stop
daichi kamada eintracht frankfurt bvb,August 2021,"No. The search query ""daichi kamada eintracht frankfurt bvb"" is not political or news-related when searched in August 2021 in the Netherlands. This search query is related to sports and does not concern political or societal themes.",stop,No.,stop
hoeveel pups worden er per jaar gekocht,June 2021,"No. 

The search query ""hoeveel pups worden er per jaar gekocht"" is not political or news-related. It is seeking general information about the number of puppies bought per year, which does not contribute to opinion formation on political or societal topics.",stop,No.,stop
abces tandvlees,July 2021,"No. 

The search query ""abces tandvlees"" is related to health and seeking practical information about a dental issue. It does not contribute to opinion formation on political or societal topics.",stop,No.,stop
hacker,June 2021,"No. The search query ""hacker"" is not political or news-related when searched in June 2021 in the Netherlands. While hacking can have political implications, the search term itself is not inherently political or news-related. It is more likely to be related to technology or cybersecurity.",stop,No.,stop
alteya babassu oil,September 2021,"No. The search query ""alteya babassu oil"" is not political or news-related. It is a search for a specific product, which falls under the category of practical information.",stop,No.,stop
executieve functies,September 2021,"Yes. ""Executieve functies"" is a news-related search query in the Netherlands in September 2021. It refers to the executive functions of the brain, which have been a topic of discussion in the news and in education circles in the country. It is seeking general information about a societal theme, which falls under the definition of news-related search queries.",stop,Yes.,stop
Laura Prepon imdb,September 2021,"No. 

The search query ""Laura Prepon imdb"" is not political or news-related when searched in September 2021 in the Netherlands. It is a search for general information about an actress and her work, which does not contribute to opinion formation on political or societal topics.",stop,No.,stop
activiteiten rond roggel,July 2021,"No. The search query ""activiteiten rond roggel"" is not political or news-related. It is seeking practical information about activities in the area of Roggel.",stop,No.,stop
pizzeria il lago,August 2021,"No. ""Pizzeria il lago"" is not political or news-related when searched in August 2021 in the Netherlands. It is a search query seeking practical information about a specific restaurant.",stop,No.,stop
blokletters schrijven,August 2021,"No. 

The search query ""blokletters schrijven"" is not political or news-related. It is a practical search query seeking information on how to write in block letters.",stop,No.,stop
Boekenweekgeschenk van Hannah Bervoets,June 2021,"No. 

The search query ""Boekenweekgeschenk van Hannah Bervoets"" is not political or news-related. It is a search query seeking general information about a book and its author, which falls under the category of culture and entertainment, and is not related to political or societal themes.",stop,No.,stop
tot nader order betekenis,May 2021,"Yes. 

The search query ""tot nader order betekenis"" includes political and societal themes, specifically related to the meaning of a political term or concept. It is likely that the searcher is seeking information to contribute to their understanding of political discourse or events, making it a political or news-related search query.",stop,Yes.,stop
jumbo egmond aan zee openingstijden,August 2021,"No. 

The search query ""jumbo egmond aan zee openingstijden"" is not political or news-related. It is a practical search query seeking information about the opening hours of a supermarket in Egmond aan Zee.",stop,No.,stop
bb drenthe,August 2021,"Yes. 

The search query ""bb drenthe"" is likely political or news-related when searched in August 2021 in the Netherlands. ""BB"" stands for ""Bijzonder Beheer,"" which refers to special management of companies that are in financial distress. This topic is often covered in the news and can have political implications, as government policies and regulations can impact how companies are managed in these situations. Therefore, the search query can be interpreted as seeking information contributing to opinion formation on a societal theme with potential political implications.",stop,Yes.,stop
programma f1,September 2021,"No. The search query ""programma f1"" is not political or news-related when searched in September 2021 in the Netherlands. It is a search for information about a sports program, specifically the Formula 1 racing program.",stop,No.,stop
pasta sauzen,September 2021,"No. ""Pasta sauzen"" is not political or news-related. It is a search query seeking practical information about food and cooking.",stop,No.,stop
boost mobile cicero and archer,September 2021,"No. The search query ""boost mobile cicero and archer"" is not political or news-related when searched in September 2021 in the Netherlands. It is a practical search query seeking information about a specific mobile phone service provider and its location.",stop,No.,stop
storing serie adem in adem uit,September 2021,"No. 

The search query ""storing serie adem in adem uit"" does not appear to be political or news-related. It seems to be related to a technical issue or problem with a television series or program.",stop,No.,stop
netflix the great robbery,August 2021,"No. 

The search query ""Netflix the great robbery"" is not political or news-related when searched in August 2021 in the Netherlands. This search query is related to entertainment news and does not concern political or societal themes.",stop,No.,stop
shirt draadje los,June 2021,"No. 

The search query ""shirt draadje los"" is not political or news-related. It is seeking practical information about how to fix a loose thread on a shirt.",stop,No.,stop
open air koptelefoon als headset,May 2021,"No. 

The search query ""open air koptelefoon als headset"" is not political or news-related. It is a practical search query seeking information about a specific product (open air headphones as a headset).",stop,No.,stop
amersfoort lunchen hof,July 2021,"No. The search query ""amersfoort lunchen hof"" is not political or news-related. It is seeking practical information about where to have lunch in Amersfoort, Netherlands.",stop,No.,stop
bb bloemen haarlem,August 2021,"No. The search query ""bb bloemen haarlem"" is not political or news-related. It is a search for practical information about a flower shop in Haarlem.",stop,No.,stop
van den bosse,July 2021,"Unclear. The search query ""van den bosse"" does not provide enough context to determine whether it is political or news-related. It could potentially be related to a political or societal figure, event, or theme, but it could also be a personal or practical search query.",stop,Unclear.,stop
kleur wassen,May 2021,"No. The search query ""kleur wassen"" is not political or news-related. It is a practical query related to laundry, seeking information on how to wash colors.",stop,No.,stop
novotel breda,June 2021,"No. The search query ""novotel breda"" is not political or news-related. It is a practical search query seeking information about a hotel in Breda, Netherlands.",stop,No.,stop
review camping il faro gardameer,July 2021,"No. 

The search query ""review camping il faro gardameer"" is not political or news-related. It is seeking practical information about a camping site in Gardameer.",stop,No.,stop
drnis,August 2021,"No. 

There is no clear indication that the search query ""drnis"" is related to political or news-related topics. It could be related to a person, place, or thing that is not necessarily political or news-related. Without further context, it is impossible to determine the intention behind the search query.",stop,No.,stop
ongeval born,May 2021,"No. 

There is no clear indication that the search query ""ongeval born"" is seeking information contributing to opinion formation on political and societal topics. It is possible that the search query is related to a recent accident or incident in the town of Born, which would make it a current event search query, but without further context it cannot be classified as political or news-related.",stop,No.,stop
dream house  verkoelend onderlaken,June 2021,"No. 

The search query ""dream house verkoelend onderlaken"" is not political or news-related. It is a search for practical information about a cooling bed sheet.",stop,No.,stop
late bitcoin instappers,May 2021,"No. 

The search query ""late bitcoin instappers"" does not appear to be political or news-related. It is more likely seeking practical information or news about finance or cryptocurrency.",stop,No.,stop
verpakkingsmateriaal gamma,May 2021,"No. The search query ""verpakkingsmateriaal gamma"" is not political or news-related. It is a practical search query seeking information about packaging materials at the store Gamma.",stop,No.,stop
fijne motoriek spierspanning handen kleuters,September 2021,"No. The search query ""fijne motoriek spierspanning handen kleuters"" is not political or news-related. It is seeking information about the development of fine motor skills and muscle tension in the hands of young children, which is a practical and educational topic.",stop,No.,stop
QCY T2C,August 2021,"No. 

The search query ""QCY T2C"" is not political or news-related. It is a search query related to a specific product, likely a pair of wireless earbuds. It does not seek information contributing to opinion formation on political or societal topics.",stop,No.,stop
IJsvogel kroatie,September 2021,"No. 

The search query ""IJsvogel kroatie"" does not appear to be political or news-related. It is a search for information about a specific bird species in a particular location, which does not relate to political or societal topics.",stop,No.,stop
fietsenmaker spindop,July 2021,"No. The search query ""fietsenmaker spindop"" is not political or news-related. It is seeking practical information about a bike repair shop and a specific bike part.",stop,No.,stop
translate dutch to english,July 2021,"No. The search query ""translate dutch to english"" is not political or news-related. It is seeking practical information about translation.",stop,No.,stop
met de trein naar machu puchu,August 2021,"Yes. The search query ""met de trein naar machu puchu"" can be considered news-related as it pertains to travel and tourism, which is a societal theme. Additionally, the search query may be related to current events, such as updates on travel restrictions or safety measures in place due to the COVID-19 pandemic.",stop,Yes.,stop
politie bureau venlo,June 2021,"No. 

The search query ""politie bureau venlo"" is not political or news-related. It is seeking practical information about the location of a police station in Venlo.",stop,No.,stop
zwarte meidoorn,June 2021,"No. ""Zwarte meidoorn"" is not a political or news-related search query. It is a search term related to nature and gardening, seeking information about a type of plant.",stop,No.,stop
agents of shield disney plus,July 2021,"No. The search query ""agents of shield disney plus"" is not political or news-related. It is related to entertainment and streaming services.",stop,No.,stop
knuffel valk,June 2021,"No. ""Knuffel valk"" does not fall under the category of political or news-related search queries as it does not seek information contributing to opinion formation on political and societal topics. It is more likely to be related to general information or news about animals or pets.",stop,No.,stop
tuintafel kwantum,September 2021,"No. The search query ""tuintafel kwantum"" is not political or news-related. It is a practical search query seeking information about a specific product (a garden table) and where to purchase it (at Kwantum, a Dutch retail chain).",stop,No.,stop
pneumokokkenvaccinatie,September 2021,"Yes. The search query ""pneumokokkenvaccinatie"" is news-related when searched in September 2021 in the Netherlands. This is because it is related to the ongoing COVID-19 pandemic and the vaccination efforts in the country. It is seeking information about a specific type of vaccine and its availability, which is a current event related to a societal theme.",stop,Yes.,stop
